id,title,initiative,author,num_support,num_against,num_abstained,passed,documentcategory,subcategory,topic,Ciudadanos,Más País,PNV,PP,PSOE,CUP,ERC,VOX,EH Bildu,Junts,date,deepseek_7b,falcon3_7b,gemma2_9b,llama3_8b,mistral_7b
122/000194,"Proposición de Ley de modificación de la Ley 19/2013, de 9 de diciembre, de transparencia, acceso a la información pública y buen gobierno, con el fin de regular las estadísticas de las microempresas, pequeñas y medianas empresas (PYME) en la contratación pública.","Votación en bloque de las enmiendas del Senado a la Proposición de Ley de modificación de la Ley 19/2013, de 9 de diciembre, de transparencia, acceso a la información pública y buen gobierno, con el fin de regular las estadísticas de las microempresas, pequeñas y medianas empresas (PYME) en la contratación pública.",,337,0,12,True,Función legislativa,Proyecto de ley.,,1.0,1,1,1,1,1.0,1.0,1.0,1.0,1.0,30/6/2022,1.0,1.0,0.0,1.0,1.0
122/000196,"Proposición de Ley de la radio, la televisión y el servicio público de noticias de titularidad estatal.","Proposición de Ley del Grupo Parlamentario Ciudadanos, de la radio, la televisión y el servicio público de noticias de titularidad estatal.",,67,173,109,False,Función legislativa,Proyecto de ley.,,1.0,0,-1,0,-1,-1.0,-1.0,1.0,0.0,0.0,4/10/2022,1.0,-1.0,0.0,1.0,1.0
122/000196,"Proposición de Ley por la que se modifica el texto refundido de la Ley Reguladora de las Haciendas Locales, aprobado por el Real Decreto Legislativo 2/2004, de 5 de marzo, y otras normas tributarias.","Proposición de Ley del Grupo Parlamentario Popular en el Congreso, por la que se modifica el texto refundido de la Ley Reguladora de las Haciendas Locales, aprobado por el Real Decreto Legislativo 2/2004, de 5 de marzo, y otras normas tributarias.",,228,34,79,True,Función legislativa,Proyecto de ley.,,-1.0,1,0,1,1,0.0,,,,,29/5/2018,1.0,0.0,0.0,1.0,1.0
122/000197,"Proposición de Ley de reforma de la Ley Orgánica 2/1982, de 12 de mayo, del Tribunal de Cuentas y de la Ley 7/1988, de 5 de abril, de Funcionamiento del Tribunal de Cuentas.","Proposición de Ley del Grupo Parlamentario Plural, de reforma de la Ley Orgánica 2/1982, de 12 de mayo, del Tribunal de Cuentas y de la Ley 7/1988, de 5 de abril, de Funcionamiento del Tribunal de Cuentas.",,71,265,13,False,Función legislativa,Proyecto de ley.,,-1.0,-1,1,-1,-1,1.0,1.0,-1.0,1.0,1.0,22/2/2022,1.0,0.0,0.0,1.0,1.0
122/000200,"Proposición de Ley Orgánica por la que se modifica la Ley Orgánica 10/1995, de 23 de noviembre, del Código Penal, para transponer Directivas de la Unión Europea en los ámbitos financiero y de terrorismo, y abordar cuestiones de índole internacional.","Proposición de Ley Orgánica por la que se modifica la Ley Orgánica 10/1995, de 23 de noviembre, del Código Penal, para transponer Directivas de la Unión Europea en los ámbitos financiero y de terrorismo, y abordar cuestiones de índole internacional.",,578,256,189,True,Función legislativa,Proyecto de ley.,,1.0,0,1,1,1,0.0,,,,,20/12/2018,1.0,0.0,0.0,1.0,1.0
122/000200,"Proposición de Ley Orgánica por la que se modifica la Ley Orgánica 10/1995, de 23 de noviembre, del Código Penal, para transponer Directivas de la Unión Europea en los ámbitos financiero y de terrorismo, y abordar cuestiones de índole internacional.","Proposición de Ley del Grupo Parlamentario Popular en el Congreso, Orgánica por la que se modifica la Ley Orgánica 10/1995, de 23 de noviembre, del Código Penal, para transponer Directivas de la Unión Europea en los ámbitos financiero y de terrorismo, y abordar cuestiones de índole internacional.",,252,84,5,True,Función legislativa,Proyecto de ley.,,1.0,-1,-1,1,1,-1.0,,,,,10/5/2018,1.0,0.0,0.0,1.0,1.0
122/000201,Proposición de Ley para el reconocimiento efectivo del tiempo de prestación del servicio social de la mujer en el acceso a la pensión de jubilación parcial.,"Proposición de Ley del Grupo Parlamentario Socialista, para el reconocimiento efectivo del tiempo de prestación del servicio social de la mujer en el acceso a la pensión de jubilación parcial.",,339,0,10,True,Función legislativa,Proyecto de ley.,,1.0,1,1,1,1,1.0,1.0,1.0,1.0,1.0,15/3/2022,1.0,0.0,0.0,1.0,1.0
122/000205,"Proposición de Ley de modificación del Real Decreto Legislativo 1/2015, de 24 de julio, por el que se aprueba el texto refundido de la Ley de garantías y uso racional de los medicamentos y productos sanitarios.","Proposición de Ley del Grupo Parlamentario Mixto, de modificación del Real Decreto Legislativo 1/2015, de 24 de julio, por el que se aprueba el texto refundido de la Ley de garantías y uso racional de los medicamentos y productos sanitarios.",,76,137,128,False,Función legislativa,Proyecto de ley.,,0.0,1,0,-1,0,1.0,,,,,25/9/2018,1.0,-1.0,0.0,1.0,1.0
122/000207,"Proposición de Ley de modificación de la Ley 10/2014, de 26 de junio, de ordenación, supervisión y solvencia de entidades de crédito, y el texto refundido de la Ley del Mercado de Valores, aprobado por el Real Decreto Legislativo 4/2015, de 23 de octubre.","Proposición de Ley del Grupo Parlamentario Popular en el Congreso, de modificación de la Ley 10/2014, de 26 de junio, de ordenación, supervisión y solvencia de entidades de crédito, y el texto refundido de la Ley del Mercado de Valores, aprobado por el Real Decreto Legislativo 4/2015, de 23 de octubre.",,259,0,82,True,Función legislativa,Proyecto de ley.,,1.0,1,1,1,1,0.0,,,,,12/4/2018,-1.0,0.0,0.0,1.0,1.0
122/000210,Proposición de Ley relativa a la conservación del lobo en España y su cohabitación con la ganadería extensiva y la lucha contra el reto demográfico.,"Proposición de Ley del Grupo Parlamentario Popular en el Congreso, relativa a la conservación del lobo en España y su cohabitación con la ganadería extensiva y la lucha contra el reto demográfico.",,143,175,31,False,Función legislativa,Proyecto de ley.,,0.0,1,0,1,-1,-1.0,-1.0,1.0,0.0,-1.0,24/5/2022,1.0,0.0,0.0,1.0,1.0
122/000211,"Proposición de Ley Orgánica de reforma de la Ley Orgánica 10/1995, de 23 de noviembre, del Código Penal para la protección de la libertad de expresión.","Proposición de Ley Orgánica del Grupo Parlamentario Confederal de Unidos Podemos-En Comú Podem-En Marea, de reforma de la Ley Orgánica 10/1995, de 23 de noviembre, del Código Penal para la protección de la libertad de expresión.",,172,166,3,True,Función legislativa,Proyecto de ley.,,-1.0,1,1,-1,1,1.0,,,,,23/10/2018,1.0,0.0,0.0,1.0,1.0
122/000211,Proposición de Ley relativa a la violencia en el ámbito sanitario.,"Proposición de Ley del Grupo Parlamentario Popular en el Congreso, relativa a la violencia en el ámbito sanitario.",,155,187,7,False,Función legislativa,Proyecto de ley.,,1.0,1,-1,1,-1,-1.0,-1.0,1.0,-1.0,-1.0,20/12/2022,1.0,-1.0,0.0,1.0,1.0
122/000213,"Proposición de Ley del Impuesto sobre la titularidad, tenencia, disponibilidad, disfrute o uso de bienes o derechos por personas con grandes fortunas.","Proposición de Ley del Grupo Parlamentario Confederal de Unidas Podemos-En Comú Podem-Galicia en Común, del Impuesto sobre la titularidad, tenencia, disponibilidad, disfrute o uso de bienes o derechos por personas con grandes fortunas.",,58,277,14,False,Función legislativa,Proyecto de ley.,,-1.0,-1,-1,-1,-1,1.0,1.0,-1.0,1.0,0.0,7/6/2022,1.0,-1.0,0.0,1.0,1.0
122/000214,"Proposición de Ley Orgánica por la que se modifica la Ley Orgánica 10/1995, de 23 de noviembre, del Código Penal, para agravar las penas previstas para los delitos de trata de seres humanos desplazados por un conflicto armado o una catástrofe humanitaria.","Proposición de Ley Orgánica por la que se modifica la Ley Orgánica 10/1995, de 23 de noviembre, del Código Penal, para agravar las penas previstas para los delitos de trata de seres humanos desplazados por un conflicto armado o una catástrofe humanitaria (antes denominada Proposición de Ley Orgánica por la que se modifica la Ley Orgánica 10/1995, de 23 de noviembre, del Código Penal, para agravar las penas previstas para los delitos de trata de seres humanos desplazados por conflicto bélico motivado por la invasión del territorio ucraniano por tropas de la Federación Rusa).",,1249,1780,461,False,Función legislativa,Proyecto de ley.,,1.0,-1,0,1,-1,-1.0,1.0,1.0,-1.0,1.0,3/11/2022,1.0,-1.0,0.0,1.0,1.0
122/000214,"Proposición de Ley Orgánica por la que se modifica la Ley Orgánica 10/1995, de 23 de noviembre, del Código Penal, para agravar las penas previstas para los delitos de trata de seres humanos desplazados por un conflicto armado o una catástrofe humanitaria.","Proposición de Ley del Grupo Parlamentario Socialista, Orgánica por la que se modifica la Ley Orgánica 10/1995, de 23 de noviembre, del Código Penal, para agravar las penas previstas para los delitos de trata de seres humanos desplazados por conflicto bélico motivado por la invasión del territorio ucraniano por tropas de la Federación Rusa.",,308,18,23,True,Función legislativa,Proyecto de ley.,,1.0,0,1,1,1,1.0,-1.0,1.0,0.0,1.0,12/5/2022,-1.0,0.0,0.0,1.0,1.0
122/000215,Proposición de Ley sobre concesión de nacionalidad española a los saharauis nacidos bajo la soberanía española.,"Proposición de Ley del Grupo Parlamentario Confederal de Unidas Podemos-En Comú Podem-Galicia en Común, sobre concesión de nacionalidad española a los saharauis nacidos bajo la soberanía española.",,168,118,62,False,Función legislativa,Proyecto de ley.,,1.0,1,1,1,-1,1.0,1.0,0.0,1.0,1.0,14/2/2023,1.0,-1.0,0.0,1.0,1.0
122/000215,Proposición de Ley sobre protección por desempleo.,"Proposición de Ley del Grupo Parlamentario Confederal de Unidos Podemos-En Comú Podem-En Marea, sobre protección por desempleo.",,161,132,48,False,Función legislativa,Proyecto de ley.,,0.0,1,0,-1,1,1.0,,,,,29/5/2018,1.0,0.0,0.0,1.0,1.0
122/000216,"Proposición de Ley de modificación de la Ley 22/1973, de 21 de julio, de Minas.","Proposición de Ley del Grupo Parlamentario Confederal de Unidas Podemos-En Comú Podem-Galicia en Común, de modificación de la Ley 22/1973, de 21 de julio, de Minas.",,36,283,30,False,Función legislativa,Proyecto de ley.,,-1.0,0,-1,-1,-1,1.0,0.0,-1.0,0.0,-1.0,23/6/2022,1.0,1.0,0.0,1.0,1.0
122/000218,Proposición de Ley reguladora del proceso de integración voluntario de determinados centros educativos privados en la red pública de centros educativos.,"Proposición de Ley del Grupo Parlamentario Confederal de Unidas Podemos-En Comú Podem-Galicia en Común, reguladora del proceso de integración voluntario de determinados centros educativos privados en la red pública de centros educativos.",,47,280,21,False,Función legislativa,Proyecto de ley.,,-1.0,0,-1,-1,-1,1.0,1.0,-1.0,0.0,-1.0,28/6/2022,1.0,1.0,0.0,1.0,1.0
122/000219,"Proposición de Ley Orgánica de modificación de la Ley Orgánica 1/1979, de 26 de septiembre, General Penitenciaria, para el reconocimiento del carácter de Agentes de la Autoridad a los funcionarios de cuerpos penitenciarios en el ejercicio de sus funciones.","Proposición de Ley Orgánica del Grupo Parlamentario Popular en el Congreso, de modificación de la Ley Orgánica 1/1979, de 26 de septiembre, General Penitenciaria, para el reconocimiento del carácter de Agentes de la Autoridad a los funcionarios de cuerpos penitenciarios en el ejercicio de sus funciones.",,253,73,13,True,Función legislativa,Proyecto de ley.,,1.0,0,1,1,1,-1.0,,,,,19/6/2018,1.0,-1.0,0.0,1.0,1.0
122/000220,"Proposición de Ley Orgánica complementaria de la Ley integral para la igualdad de trato y la no discriminación, de modificación de la Ley Orgánica 10/1995, de 23 de noviembre, del Código Penal.","Proposición de Ley Orgánica complementaria de la Ley integral para la igualdad de trato y la no discriminación, de modificación de la Ley Orgánica 10/1995, de 23 de noviembre, del Código Penal.",,587,0,111,True,Función legislativa,Proyecto de ley.,,1.0,1,1,1,1,1.0,1.0,0.0,1.0,1.0,26/5/2022,1.0,0.0,0.0,1.0,1.0
122/000220,"Proposición de Ley Orgánica de reforma de la Ley Orgánica 6/1985, de 1 de julio, del Poder Judicial, sobre medidas urgentes en aplicación del Pacto de Estado en materia de violencia de género.","Proposición de Ley Orgánica de reforma de la Ley Orgánica 6/1985, de 1 de julio, del Poder Judicial, sobre medidas urgentes en aplicación del Pacto de Estado en materia de violencia de género.",,1502,480,64,True,Función legislativa,Proyecto de ley.,,1.0,1,1,1,1,1.0,,,,,25/10/2018,1.0,0.0,0.0,1.0,1.0
122/000220,"Proposición de Ley Orgánica de reforma de la Ley Orgánica 6/1985, de 1 de julio, del Poder Judicial, sobre medidas urgentes en aplicación del Pacto de Estado en materia de violencia de género.","Proposición de Ley Orgánica del Grupo Parlamentario Socialista, de reforma de la Ley Orgánica 6/1985, de 1 de julio, del Poder Judicial, sobre medidas urgentes en aplicación del Pacto de Estado en materia de violencia de género.",,333,0,8,True,Función legislativa,Proyecto de ley.,,1.0,1,1,1,1,1.0,,,,,12/6/2018,1.0,-1.0,0.0,1.0,1.0
122/000221,Proposición de Ley para la recuperación y ampliación de los derechos laborales.,"Proposición de Ley de los Grupos Parlamentarios Republicano y Euskal Herria Bildu, para la recuperación y ampliación de los derechos laborales.",,30,275,44,False,Función legislativa,Proyecto de ley.,,-1.0,-1,1,-1,-1,0.0,1.0,-1.0,1.0,0.0,14/3/2023,1.0,0.0,0.0,1.0,1.0
122/000223,"Proposición de Ley relativa a la reforma del sistema de permisos y prestaciones para el cuidado y atención de menores por parte de sus progenitores/as, en casos de nacimiento, adopción, guarda con fines de adopción o acogimiento.","Proposición de Ley del Grupo Parlamentario Confederal de Unidos Podemos-En Comú Podem-En Marea, relativa a la reforma del sistema de permisos y prestaciones para el cuidado y atención de menores por parte de sus progenitores/as, en casos de nacimiento, adopción, guarda con fines de adopción o acogimiento.",,333,0,7,True,Función legislativa,Proyecto de ley.,,1.0,1,1,1,1,1.0,,,,,26/6/2018,1.0,0.0,0.0,1.0,1.0
122/000224,"Proposición de Ley Orgánica por la que se modifica la Ley Orgánica 10/1995, de 23 de noviembre, del Código Penal, para prohibir el proxenetismo en todas sus formas.","Proposición de Ley del Grupo Parlamentario Socialista, Orgánica por la que se modifica la Ley Orgánica 10/1995, de 23 de noviembre, del Código Penal, para prohibir el proxenetismo en todas sus formas.",,232,38,79,True,Función legislativa,Proyecto de ley.,,-1.0,0,0,1,1,1.0,-1.0,0.0,0.0,0.0,7/6/2022,1.0,-1.0,0.0,1.0,1.0
122/000224,"Proposición de Ley Orgánica por la que se modifica la Ley Orgánica 10/1995, de 23 de noviembre, del Código Penal, para prohibir el proxenetismo en todas sus formas.","Votación de la enmienda a la totalidad de texto alternativo a la Proposición de Ley Orgánica por la que se modifica la Ley Orgánica 10/1995, de 23 de noviembre, del Código Penal, para prohibir el proxenetismo en todas sus formas, presentada por el Grupo Parlamentario Mixto (Sra. Vehí Cantenys).",,34,293,22,False,Función legislativa,Proyecto de ley.,,1.0,-1,0,-1,-1,-1.0,1.0,-1.0,0.0,0.0,29/9/2022,0.0,1.0,0.0,1.0,1.0
122/000227,"Proposición de Ley Orgánica por la que se modifica la Ley Orgánica 5/1985, de 19 de junio, del Régimen Electoral General para ampliar el derecho de sufragio activo a los mayores de 16 años.","Proposición de Ley del Grupo Parlamentario Republicano, Orgánica por la que se modifica la Ley Orgánica 5/1985, de 19 de junio, del Régimen Electoral General para ampliar el derecho de sufragio activo a los mayores de 16 años.",,67,218,64,False,Función legislativa,Proyecto de ley.,,-1.0,1,0,-1,-1,1.0,1.0,0.0,1.0,1.0,27/9/2022,-1.0,-1.0,0.0,1.0,1.0
122/000228,Proposición de Ley de regulación integral del cannabis.,"Proposición de Ley del Grupo Parlamentario Republicano, de regulación integral del cannabis.",,78,261,10,False,Función legislativa,Proyecto de ley.,,1.0,-1,1,-1,-1,1.0,1.0,-1.0,1.0,1.0,21/2/2023,1.0,-1.0,0.0,1.0,1.0
122/000232,Proposición de Ley para el establecimiento de un recargo de solidaridad a las entidades de crédito.,"Proposición de Ley del Grupo Parlamentario Confederal de Unidos Podemos-En Comú Podem-En Marea, para el establecimiento de un recargo de solidaridad a las entidades de crédito.",,72,181,88,False,Función legislativa,Proyecto de ley.,,-1.0,-1,-1,-1,0,1.0,,,,,20/11/2018,1.0,-1.0,0.0,1.0,1.0
122/000234,Proposición de Ley de emergencia habitacional en familias vulnerables en el ámbito habitacional y de la pobreza energética.,"Proposición de Ley del Grupo Parlamentario Confederal de Unidos Podemos-En Comú Podem-En Marea, de emergencia habitacional en familias vulnerables en el ámbito habitacional y de la pobreza energética.",,168,163,10,False,Función legislativa,Proyecto de ley.,,-1.0,1,0,-1,1,1.0,,,,,18/9/2018,1.0,0.0,0.0,1.0,1.0
122/000234,Proposición de Ley de emergencia habitacional en familias vulnerables en el ámbito habitacional y de la pobreza energética.,"Votación de la enmienda a la totalidad de texto alternativo a la Proposición de Ley de emergencia habitacional en familias vulnerables en el ámbito habitacional y de la pobreza energética, presentada por el Grupo Parlamentario Popular en el Congreso.",,164,164,13,False,Función legislativa,Proyecto de ley.,,1.0,-1,-1,1,-1,-1.0,,,,,21/2/2019,1.0,1.0,0.0,1.0,1.0
122/000235,Proposición de Ley Orgánica dirigida a combatir el fenómeno de la ocupación.,"Proposición de Ley del Grupo Parlamentario VOX, Orgánica dirigida a combatir el fenómeno de la ocupación.",,150,186,13,False,Función legislativa,Proyecto de ley.,,1.0,0,-1,1,-1,-1.0,-1.0,1.0,-1.0,-1.0,25/4/2023,1.0,-1.0,0.0,1.0,1.0
122/000236,Proposición de Ley de mejora de las condiciones de trabajo y protección social de las personas trabajadoras agrarias por cuenta ajena y de los eventuales agrarios de Andalucía y Extremadura.,"Proposición de Ley del Grupo Parlamentario Confederal de Unidas Podemos-En Comú Podem-Galicia en Común, de mejora de las condiciones de trabajo y protección social de las personas trabajadoras agrarias por cuenta ajena y de los eventuales agrarios de Andalucía y Extremadura.",,174,2,173,False,Función legislativa,Proyecto de ley.,,0.0,1,0,0,1,1.0,1.0,0.0,1.0,0.0,25/4/2023,1.0,0.0,0.0,1.0,1.0
122/000238,"Proposición de Ley para modificar la Ley 24/2013, de 26 de diciembre, del sector eléctrico, en lo relativo al procedimiento de autorización de cierre de instalaciones de generación eléctricas.","Proposición de Ley del Grupo Parlamentario Popular en el Congreso, para modificar la Ley 24/2013, de 26 de diciembre, del sector eléctrico, en lo relativo al procedimiento de autorización de cierre de instalaciones de generación eléctricas.",,137,189,15,False,Función legislativa,Proyecto de ley.,,-1.0,0,-1,1,-1,-1.0,,,,,11/9/2018,1.0,0.0,0.0,1.0,1.0
122/000239,"Proposición de Ley Orgánica de modificación de los artículos 570 bis y 599 de la Ley Orgánica 6/1985, de 1 de julio, del Poder Judicial.","Acuerdo de tramitación directa y en lectura única de la Proposición de Ley Orgánica de modificación del artículo 570 bis de la Ley Orgánica 6/1985, de 1 de julio, del Poder Judicial.",,183,153,13,True,Función legislativa,Proyecto de ley.,,-1.0,-1,1,-1,1,1.0,1.0,-1.0,1.0,1.0,13/7/2022,1.0,0.0,0.0,1.0,1.0
122/000239,"Proposición de Ley Orgánica de modificación de los artículos 570 bis y 599 de la Ley Orgánica 6/1985, de 1 de julio, del Poder Judicial.","Proposición de Ley Orgánica de modificación del artículo 570 bis de la Ley Orgánica 6/1985, de 1 de julio, del Poder Judicial.",,345,752,299,False,Función legislativa,Proyecto de ley.,,-1.0,-1,-1,0,-1,-1.0,-1.0,0.0,-1.0,-1.0,14/7/2022,1.0,0.0,0.0,1.0,1.0
122/000239,"Proposición de Ley Orgánica de modificación de los artículos 570 bis y 599 de la Ley Orgánica 6/1985, de 1 de julio, del Poder Judicial.","Proposición de Ley del Grupo Parlamentario Socialista, Orgánica de modificación del artículo 570 bis de la Ley Orgánica 6/1985, de 1 de julio, del Poder Judicial.",,183,153,13,True,Función legislativa,Proyecto de ley.,,-1.0,-1,1,-1,1,1.0,1.0,-1.0,1.0,1.0,13/7/2022,1.0,0.0,0.0,1.0,1.0
122/000239,"Proposición de Ley Orgánica de modificación de los artículos 570 bis y 599 de la Ley Orgánica 6/1985, de 1 de julio, del Poder Judicial.","Votación de conjunto de la Proposición de Ley Orgánica de modificación del artículo 570 bis de la Ley Orgánica 6/1985, de 1 de julio, del Poder Judicial, por tramitarse en lectura única y tener la iniciativa carácter orgánico, con la incorporación de las correcciones técnicas distribuidas.",,187,152,10,True,Función legislativa,Proyecto de ley.,,-1.0,1,1,-1,1,1.0,1.0,-1.0,1.0,1.0,14/7/2022,1.0,0.0,0.0,1.0,1.0
122/000239,Proposición de Ley Orgánica de regulación de la eutanasia.,"Proposición de Ley del Grupo Parlamentario Socialista, Orgánica de regulación de la eutanasia.",,199,133,8,True,Función legislativa,Proyecto de ley.,,1.0,1,1,-1,1,1.0,,,,,26/6/2018,1.0,0.0,0.0,1.0,1.0
122/000239,Proposición de Ley Orgánica de regulación de la eutanasia.,"Votación de la enmienda a la totalidad de texto alternativo a la Proposición de Ley Orgánica de regulación de la eutanasia, presentada por el Grupo Parlamentario Popular en el Congreso.",,134,202,5,False,Función legislativa,Proyecto de ley.,,-1.0,-1,-1,1,-1,-1.0,,,,,25/10/2018,-1.0,0.0,0.0,0.0,1.0
122/000247,Proposición de Ley de Cambio Climático y Transición Energética.,"Proposición de Ley del Grupo Parlamentario Popular en el Congreso, de Cambio Climático y Transición Energética.",,138,167,36,False,Función legislativa,Proyecto de ley.,,0.0,-1,-1,1,-1,-1.0,,,,,9/10/2018,-1.0,-1.0,0.0,1.0,1.0
122/000247,"Proposición de Ley para el establecimiento de gravámenes temporales energético y de entidades de crédito y establecimientos financieros de crédito y por la que se crea el impuesto temporal de solidaridad de las grandes fortunas, y se modifican determinadas normas tributarias.","Proposición de Ley de los Grupos Parlamentarios Socialista y Confederal de Unidas Podemos-En Comú Podem-Galicia en Común, para el establecimiento de gravámenes temporales energético y de entidades de crédito y establecimientos financieros de crédito.",,437,244,17,True,Función legislativa,Proyecto de ley.,,0.0,1,1,-1,1,1.0,1.0,0.0,0.0,1.0,13/9/2022,-1.0,-1.0,0.0,1.0,1.0
122/000247,"Proposición de Ley para el establecimiento de gravámenes temporales energético y de entidades de crédito y establecimientos financieros de crédito y por la que se crea el impuesto temporal de solidaridad de las grandes fortunas, y se modifican determinadas normas tributarias.","Proposición de Ley para el establecimiento de gravámenes temporales energético y de entidades de crédito y establecimientos financieros de crédito y por la que se crea el impuesto temporal de solidaridad de las grandes fortunas, y se modifican determinadas normas tributarias (antes denominada Proposición de Ley para el establecimiento de gravámenes temporales energético y de entidades de crédito y establecimientos financieros de crédito).",,3188,9613,810,False,Función legislativa,Proyecto de ley.,,1.0,-1,-1,-1,-1,-1.0,-1.0,1.0,-1.0,-1.0,24/11/2022,1.0,1.0,0.0,1.0,1.0
122/000247,"Proposición de Ley para el establecimiento de gravámenes temporales energético y de entidades de crédito y establecimientos financieros de crédito y por la que se crea el impuesto temporal de solidaridad de las grandes fortunas, y se modifican determinadas normas tributarias.","Votación de la enmienda a la totalidad de texto alternativo a la Proposición de Ley para el establecimiento de gravámenes temporales energético y de entidades de crédito y establecimientos financieros de crédito, presentada por el Grupo Parlamentario Ciudadanos.",,62,188,99,False,Función legislativa,Proyecto de ley.,,1.0,-1,-1,0,-1,-1.0,-1.0,1.0,-1.0,-1.0,3/11/2022,-1.0,1.0,0.0,1.0,1.0
122/000248,Proposición de Ley Orgánica contra la ocupación ilegal y para la convivencia vecinal y la protección de la seguridad de las personas y cosas en las comunidades de propietarios.,"Proposición de Ley del Grupo Parlamentario Popular en el Congreso, Orgánica contra la ocupación ilegal y para la convivencia vecinal y la protección de la seguridad de las personas y cosas en las comunidades de propietarios.",,160,178,11,False,Función legislativa,Proyecto de ley.,,1.0,1,0,1,-1,-1.0,-1.0,1.0,-1.0,-1.0,29/11/2022,1.0,0.0,0.0,1.0,1.0
122/000250,Proposición de Ley Orgánica para la derogación del artículo 384 bis de la Ley de Enjuiciamiento Criminal.,"Proposición de Ley del Grupo Parlamentario Plural, Orgánica para la derogación del artículo 384 bis de la Ley de Enjuiciamiento Criminal.",,35,273,41,False,Función legislativa,Proyecto de ley.,,-1.0,-1,1,-1,-1,0.0,1.0,-1.0,1.0,1.0,21/2/2023,1.0,0.0,0.0,1.0,1.0
122/000255,"Proposición de Ley Orgánica de reforma de la Ley Orgánica 1/2004, de 28 de diciembre, de Medidas de Protección Integral contra la Violencia de Género.","Proposición de Ley Orgánica del Grupo Parlamentario Popular en el Congreso, de reforma de la Ley Orgánica 1/2004, de 28 de diciembre, de Medidas de Protección Integral contra la Violencia de Género.",,134,171,36,False,Función legislativa,Proyecto de ley.,,0.0,-1,-1,1,-1,-1.0,,,,,23/10/2018,1.0,0.0,0.0,1.0,1.0
122/000258,Proposición de Ley Orgánica de cuidados paliativos en el proceso final de la vida.,"Proposición de Ley del Grupo Parlamentario VOX, Orgánica de cuidados paliativos en el proceso final de la vida.",,142,202,5,False,Función legislativa,Proyecto de ley.,,-1.0,-1,-1,1,-1,-1.0,-1.0,1.0,-1.0,-1.0,18/4/2023,1.0,0.0,0.0,1.0,1.0
122/000262,"Proposición de Ley de modificación de la Ley 7/1985, de 2 de abril, Reguladora de las Bases del Régimen Local, con el fin de modificar el padrón municipal en los casos de ocupación y de inmigración ilegal.","Proposición de Ley del Grupo Parlamentario VOX, de modificación de la Ley 7/1985, de 2 de abril, Reguladora de las Bases del Régimen Local, con el fin de modificar el padrón municipal en los casos de ocupación y de inmigración ilegal.",,143,189,17,False,Función legislativa,Proyecto de ley.,,0.0,0,-1,1,-1,-1.0,-1.0,1.0,-1.0,-1.0,20/12/2022,-1.0,0.0,0.0,1.0,1.0
122/000266,"Proposición de Ley Orgánica por la que se modifica la Ley Orgánica 5/1985, de 19 de junio, del Régimen Electoral General, para incluir como inelegibles a los prófugos de la justicia.","Proposición de Ley del Grupo Parlamentario VOX, Orgánica por la que se modifica la Ley Orgánica 5/1985, de 19 de junio, del Régimen Electoral General, para incluir como inelegibles a los prófugos de la justicia.",,149,188,11,False,Función legislativa,Proyecto de ley.,,1.0,-1,-1,1,-1,-1.0,-1.0,1.0,-1.0,-1.0,14/2/2023,1.0,0.0,0.0,1.0,1.0
122/000267,"Proposición de Ley Orgánica de reforma de la Ley Orgánica 5/1985, de 19 de junio, del Régimen Electoral General, para la modificación de las disposiciones relativas a las elecciones municipales.","Proposición de Ley del Grupo Parlamentario Popular en el Congreso, Orgánica de reforma de la Ley Orgánica 5/1985, de 19 de junio, del Régimen Electoral General, para la modificación de las disposiciones relativas a las elecciones municipales.",,138,170,33,False,Función legislativa,Proyecto de ley.,,0.0,-1,-1,1,-1,-1.0,,,,,16/10/2018,1.0,0.0,0.0,1.0,1.0
122/000268,Proposición de Ley para garantizar la igualdad de trato y de oportunidades entre mujeres y hombres en el empleo y la ocupación.,"Proposición de Ley del Grupo Parlamentario Socialista, para garantizar la igualdad de trato y de oportunidades entre mujeres y hombres en el empleo y la ocupación.",,336,0,5,True,Función legislativa,Proyecto de ley.,,1.0,1,1,1,1,1.0,,,,,16/10/2018,1.0,0.0,0.0,1.0,1.0
122/000269,"Proposición de Ley Orgánica de reforma de la Ley Orgánica 2/2012, de 27 de abril, de Estabilidad Presupuestaria y Sostenibilidad Financiera.","Proposición de Ley Orgánica de reforma de la Ley Orgánica 2/2012, de 27 de abril, de Estabilidad Presupuestaria y Sostenibilidad Financiera.",,197,464,21,False,Función legislativa,Proyecto de ley.,,1.0,-1,-1,-1,-1,-1.0,,,,,20/10/2016,1.0,0.0,0.0,1.0,1.0
122/000269,"Proposición de Ley Orgánica de reforma de la Ley Orgánica 2/2012, de 27 de abril, de Estabilidad Presupuestaria y Sostenibilidad Financiera.","Proposición de Ley del Grupo Parlamentario Socialista, Orgánica de reforma de la Ley Orgánica 2/2012, de 27 de abril, de Estabilidad Presupuestaria y Sostenibilidad Financiera.",,172,164,5,True,Función legislativa,Proyecto de ley.,,-1.0,1,1,-1,1,1.0,,,,,18/9/2018,1.0,-1.0,0.0,1.0,1.0
122/000270,"Proposición de Ley de modificación de la Ley 29/1987, de 18 de diciembre, del Impuesto sobre Sucesiones y Donaciones.","Proposición de Ley del Grupo Parlamentario Ciudadanos, de modificación de la Ley 29/1987, de 18 de diciembre, del Impuesto sobre Sucesiones y Donaciones.",,163,169,9,False,Función legislativa,Proyecto de ley.,,1.0,-1,-1,1,-1,-1.0,,,,,30/10/2018,1.0,0.0,0.0,1.0,1.0
